Code;Identification;Domaine;Famille d'instrument;Désignation;Type;Nombre d'éléments;Fournisseur;Prix d'achat;Date d'achat;Constructeur;Référence constructeur;N° de série;Mode de lecture;Particularité;Matière;Etat d'utilisation;Commentaire;Valeur nominale;Unité;Référentiel;Résolution;Désignation littérale;N° d'immobilisation;Code instrument;Gestionnaire;Statut;Ident. secondaire;Localisation temporaire;Unité de la résolution;Localisation
PLAST-60;CSCR0414;Pression;Variable;Pressure sensor;-;0;;;;Druck;PMP 5073;10223656;;;;En service;;;;;;0/10 bar (Tol:±20 mbar);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CSCR0416;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;AMETEK SOLARTRON;DS/50/G;768AR07510;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0417;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;AMETEK SOLARTRON;DS/50/G;MSD0507SZ03AH45-03;;;;Réformé;;;;;;0/50 mm (Tol:±0,3 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Servante LVDT
PLAST-60;CSCR0418;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;AMETEK SOLARTRON;DS/50/G;768AR07511;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0419;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;AMETEK SOLARTRON;DS/50/G;768AR07512;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0420;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;"0/20 V;0/38 A (Tol:Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-12
PLAST-60;CSCR0421;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;"0/20 V;0/38 A (Tol:Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-04
PLAST-60;CSCR0422;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / SCR-208
PLAST-60;CSCR0423;/;/;VN1640;/;;;;;VECTOR;;007113-506265;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0424;/;/;VN1640;/;;;;;VECTOR;;007113-506716;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0425;Température;Variable;Climatic chamber;-;0;;;;CLIMATS;SPIRALE 3;10353;;;;En service;"
02/05/2018: TOL: +/- 1,5 °C à +/- 2°C.";;;;;-40/+100 °C (Tol:±2 °C);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / SCR-057
PLAST-60;CSCR0426;Température;Variable;Climatic chamber;-;0;;;;CLIMATS;NA;NA;;;;En service;"02/05/2018: Utilisation avec un thermocouple étalonnée. Essai en cours ne pouvant  pas être arrêté. jusqu'à  3 septembre 2018.


02/05/2018: TOL: +/- 1°C à +/- 2°C.

Suite au mail du 14/05/2018: Je libère l’enceinte la semaine du 3 septembre 2018.";;;;;-40/+100 °C (Tol:±2 °C);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / SCR-058
PLAST-60;CSCR0427;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;"0/20 V;0/38 A (Tol:± 0,5V; Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-12
PLAST-60;CSCR0428;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;LOC-617A080-0001;;;;En service;;;;;;"0/20 V;0/38 A (Tol:± 0,5V; Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-13
PLAST-60;CSCR0429;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;LOC-617A080-0002;;;;En service;;;;;;"0/20 V;0/38 A (Tol:± 0,5V; Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-13
PLAST-60;CSCR0430;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;LOC-617A086-0006;;;;En service;;;;;;"0/20 V;0/38 A (Tol:± 0,5V; Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-13
PLAST-60;CSCR0431;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;LOC-617A086-0007;;;;En service;;;;;;"0/20 V;0/38 A (Tol:± 0,5V; Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-13
PLAST-60;CSCR0432;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;10302175;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / B. Gazaud
PLAST-60;CSCR0433;/;/;VN1640;/;;;;;VECTOR;;007113-506602;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0434;/;/;CANcase XL;/;;;;;VECTOR;;007113-506613;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0435;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;"0/20 V;0/38 A (Tol:Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-03
PLAST-60;CSCR0436;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;10347328;;;;Réformé;;;;;;0/500 mbar (Tol:±2 mbar);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0437;Pression;Variable;Pressure sensor;-;0;;;;Druck;unik 5000;10347324;;;;En service;;;;;;5/500 mbar (Tol:±2 mbar);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CSCR0438;/;/;VN1640;/;;;;;VECTOR;;007129-071864;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0439;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;-1/10 bar (Tol:±30 mbar);;;E.BOUCAUX;Instrument de mesure;;A+MET-95 (BL n° instrument réformé part à lubl);;PROTOTYPE / ASS / ADM
PLAST-60;CSCR0440;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/2 Hz ou 0,3/0,7 Hz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 1
PLAST-60;CSCR0441;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/2 Hz ou 0,3/1,5 Hz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 2
PLAST-60;CSCR0442;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/2 Hz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 3
PLAST-60;CSCR0443;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/2 Hz (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 4
PLAST-60;CSCR0444;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 5
PLAST-60;CSCR0445;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/2 Hz (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 6
PLAST-60;CSCR0446;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/2 Hz ou 0,3/0,7 Hz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 7
PLAST-60;CSCR0447;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 8
PLAST-60;CSCR0448;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/0,5 Hz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh rotatif 1
PLAST-60;CSCR0449;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;0,1/0,5 Hz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh rotatif 2
PLAST-60;CSCR0451;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 1
PLAST-60;CSCR0452;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 2
PLAST-60;CSCR0453;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 3
PLAST-60;CSCR0454;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 4
PLAST-60;CSCR0455;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 5
PLAST-60;CSCR0456;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 6
PLAST-60;CSCR0457;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 7
PLAST-60;CSCR0458;Dimensionnel;Variable;Ruler;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh linéaire 8
PLAST-60;CSCR0461;Electricité;Variable;Frequency measuring chain;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Banc slosh rotatif 3
PLAST-60;CSCR0462;Dimensionnel;Variable;Height gauge;-;0;;;;NA;NA;G302974;;;;Envoi Etalonnage/Vérification en cours;;;;;;0/300 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;TESTO-23 (BL n° 0603);;LABORATOIRE DEVELOPPEMENT / SCR / Perdu
PLAST-60;CSCR0463;Electricité;Variable;Thermocouple reader;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Perdu
PLAST-60;CSCR0464;Electricité;Variable;Thermocouple reader;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Perdu
PLAST-60;CSCR0465;Electricité;Variable;Thermocouple reader;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Perdu
PLAST-60;CSCR0466;Electricité;Variable;Thermocouple reader;-;0;;;;NA;NA;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / B.GAZAUD
PLAST-60;CSCR0467;Electricité;Variable;Thermocouple reader;-;0;;;;NA;NA;NA;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Perdu
PLAST-60;CSCR0469;Pression;Variable;Pressure sensor;-;0;;;;NA;NA;2626871;;;;Réformé;;;;;;-1/+15 bar (Tol:±20 mbar);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / SCR-052 ADM BENCH
PLAST-60;CSCR0470;Electricité;Variable;Thermocouple reader;-;0;;;;NA;NA;HLK-00114.01.1400010103;;;;Non soumis à l'étalonnage;;;;;;Perdu (Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Perdu
PLAST-60;CSCR0471;Chimie;Variable;OXYMETER;/;0;;;;NA;;16091684;;;;Envoi Etalonnage/Vérification en cours;;;;;;10/190 % (Tol:±1.5%);;;Y.SKOCZEK;Instrument de mesure;;TESTO-23 (BL n° 0609);;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CSCR0472;/;/;CANcase XL;/;;;;;VECTOR;;007113-506607;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0473;/;/;CANcase XL;/;;;;;VECTOR;;007113-506625;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0474;/;/;CANcase XL;/;;;;;VECTOR;;007113-506606;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0475;/;/;VN1640;/;;;;;VECTOR;;007113-506111;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0476;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;LOC-605A015-0012;;;;Non soumis à l'étalonnage;;;;;;"0/20 V;0/38 A (Tol:Approach device)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / SCR-052 ADM BENCH
PLAST-60;CSCR0477;/;/;VN1640;/;;;;;VECTOR;/;/;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0478;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07517;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0479;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07525;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0480;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07528;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0481;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07527;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0482;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;573AJ20526;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0483;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07522;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0484;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07530;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0485;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR7524;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0486;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07521;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0487;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;573AJ20510;;;;Perdu;;;;;;0/50 mm (Tol:±0,3 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0488;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07531;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0489;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07532;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0490;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR7523;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0491;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07516;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0492;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07504;;;;Attente décision Etalonnage/Vérification;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0493;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07502;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0494;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07519;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0495;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07518;;;;Attente décision Etalonnage/Vérification;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0496;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07520;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0497;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07503;;;;Attente décision Etalonnage/Vérification;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0498;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07507;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0499;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07513;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0500;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07501;;;;En service;18/09/2018: Attente retour service laboratoire Loic Salaûn. PAssage à +/-0,1  à +/-0,2 ou +/-0,3 comme les 0/100mm.;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0501;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;768AR07506;;;;En service;;;;;;0/50 mm (Tol:±0,1 mm);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / EPE / R-ATEX-07 (SERVANTE LVDT)
PLAST-60;CSCR0502;Dimensionnel;Variable;Linear displacement transducer;-;0;;;;NA;NA;573AJ20525;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / SERVANTE LVDT
PLAST-60;CSCR0503;/;/;VN1640;/;;;;;VECTOR;;007113-506110;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0504;/;/;VN1640;/;;;;;VECTOR;;007113-51044;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0505;/;/;VN1640;/;;;;;VECTOR;;007113-510888;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0506;/;/;VN1640;/;;;;;VECTOR;;007113-510634;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0507;/;/;VN1640;/;;;;;VECTOR;;007113-510887;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0508;/;/;VN1640;/;;;;;VECTOR;;007113-510632;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0509;/;/;VN1640;/;;;;;VECTOR;;007129-071975;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CSCR0510;Electricité;Variable;Stabilized power supply;-;0;;;;NA;NA;LOC-641A132-000;;;;Non soumis à l'étalonnage;;;;;;"0/20 V;0/38 A (Tol:Approach device)";;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PVC-SCR-06
