Affectation;Sous-Affectation;Désignation;Informations liées (Identification, Désignation, N° de série);Identification;Gamme;Tolérance;Avis;Etat d'utilisation;Date d'intervention;Prochaine date d'intervention;Périodicité;N° de série;Commentaire
QUA;LE SERVICE;Equerre;;CQUA0163;Moyen dapproche400 mm;/;;Sommeil;;;;SANS;
QUA;LE SERVICE;Equerre;;CQUA0164;Moyen dapproche155 mm;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Equerre;;CQUA0165;Moyen dapproche100 mm;/;Voir résultats dans Certificat;Sommeil;02/03/2015 00:00:00;;24 Mois;SANS;
QUA;LE SERVICE;Equerre;;CQUA0166;Moyen dapproche250 mm;/;Voir résultats dans Certificat;Sommeil;02/03/2015 00:00:00;;24 Mois;SANS;
QUA;LE SERVICE;Equerre;;CQUA0167;Moyen dapproche75 mm;/;Voir résultats dans Certificat;Sommeil;02/03/2015 00:00:00;;24 Mois;SANS;
QUA;LE SERVICE;Rapporteur d'angle;;CQUA0170;Moyen dapproche;/;Voir résultats dans Certificat;Sommeil;02/03/2015 00:00:00;;24 Mois;SANS;
QUA;LE SERVICE;Règle;;CQUA0171;Moyen dapproche 1000 mm;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Rugosimètre;;CQUA0172;Moyen dapproche;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Conformateur;;CQUA0173;Moyen dapproche;/;;Sommeil;;;;/;
QUA;LE SERVICE;Conformateur;;CQUA0174;Moyen dapproche;/;;Sommeil;;;;/;
QUA;LE SERVICE;Rapporteur d'angle;;CQUA0175;Moyen dapproche;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;A.LETUPE;Calibre de controle;;CQUA0176;;;;Réformé;;;;SANS;
QUA;A.LETUPE;Calibre de controle;;CQUA0177;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
QUA;A.LETUPE;Calibre de controle;;CQUA0178;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
QUA;ARMOIRE N3 (N3,2);Pied à coulisse;;CQUA0181;0 / 250 mm;± 0,060 mm;;Perdu;;;;sans;
QUA;V. LOPATA;Sphère;;CQUA0182;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Réformé;;;;SANS;
QUA;A. PELLEGRINELLI;Pied à coulisse;;CQUA0183;0 / 200 mm;± 0,060 mm;Conforme;Sommeil;14/03/2019 00:00:00;;24 Mois;0000325;
QUA;QUA-014;Machine à mesurer tri-dimensionnelle;;CQUA0184;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;22/03/2022 00:00:00;22/03/2024 00:00:00;24 Mois;SANS;
QUA;J. BIGEREL;Pied à coulisse;;CQUA0185;/;/;;Non soumis à l'étalonnage;;;;14321695;
QUA;A. LETUPE;Pied à coulisse;;CQUA0186;0/150 mm; ± 0,1  mm;;Non soumis à l'étalonnage;;;;14321692;
QUA;B. DURUPT;Pied à coulisse;;CQUA0187;/;/;;Non soumis à l'étalonnage;;;;14321684;
QUA;M.LABARRE;Pied à coulisse;;CQUA0188;/;/;;Non soumis à l'étalonnage;;;;14321697;
QUA;E. CHARLES;Pied à coulisse;;CQUA0189;/;/;;Non soumis à l'étalonnage;;;;15120484;
QUA;LE SERVICE;Boîte à décades;;CQUA0190;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Sommeil;;;;SANS;
QUA;B. BAUDOUX;Pied à coulisse;;CQUA0191;0 / 200 mm;Respect de la norme détalonnage;Conforme;En service;02/06/2021 00:00:00;02/06/2023 00:00:00;24 Mois;sans;
QUA;ARMOIRE;Pied à coulisse;;CQUA0192;0 / 200 mm;Respect de la norme détalonnage;Conforme;En service;24/08/2021 00:00:00;24/08/2023 00:00:00;24 Mois;sans;
QUA;D. COLLIN;Multimètre;;CQUA0193;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;D. COLLIN;Multimètre;;CQUA0194;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;JP. AMIARD;Mesureur d'épaisseur;;CQUA0195;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Thermo-hygromètre;;CQUA0196;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Thermo-hygromètre;;CQUA0197;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Banc test clapet usa;;CQUA0198;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Thermo-hygromètre;;CQUA0199;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Rugosimètre;;CQUA0200;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Rugosimètre;;CQUA0201;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;20/04/2021 00:00:00;20/04/2026 00:00:00;60 Mois;SANS;
QUA;A. LETUPE;Calibre de controle;;CQUA0202;;;;Réformé;;;;SANS;
QUA;S. DREA;Palpeur inductif;;CQUA0204;/;/;;Sommeil;;;;SANS;
QUA;V. LOPATA;Mesureur d'épaisseur;;CQUA0205;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;V. LOPATA;Mesureur d'épaisseur;;CQUA0206;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;TABLE;Microscope;;CQUA0209;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;TABLE;Microscope;;CQUA0210;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;TABLE;Microtome;;CQUA0211;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;TABLE;Microtome;;CQUA0212;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;M. PEREIRA;Palpeur inductif;;CQUA0213;0/30 mm;± 0,02 mm;Non conforme;Attente décision Etalonnage/Vérification;09/08/2022 00:00:00;;24 Mois;SANS;
QUA;B. BAUDOUX;Mesureur d'épaisseur;;CQUA0214;0/10 mm;± 0,2 mm;Conforme;En service;01/03/2022 00:00:00;01/03/2025 00:00:00;36 Mois;SANS;
QUA;D. MASSON;Mesureur d'épaisseur;;CQUA0215;0/10 mm;± 0,005 mm;;Réformé;;;;MD25PO59;
QUA;LE SERVICE;Balance;;CQUA0216;50kg;±100 g;Conforme;En service;21/07/2022 11:53:18;21/07/2024 11:53:18;24 Mois;28301604;
CAL;B.BERTHO;Micro-ohmmètre;;CQUA0217;To be defined;To be defined;Conforme;En service;31/03/2021 19:25:46;31/03/2023 19:25:46;24 Mois;48G-0850;
QUA;LE SERVICE;Trusquin;;CQUA0218;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Trusquin;;CQUA0219;/;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;ODILE;Pied à coulisse;;CQUA0220;/;/;;Non soumis à l'étalonnage;;;;sans;
QUA;JP. AMIARD;Accessoires pied à coulisse;;CQUA0221;Moyen dapproche;/;;Non soumis à l'étalonnage;;;;/;
QUA;JP. AMIARD;Mesureur d'épaisseur;;CQUA0222;25 DL;/;;Non soumis à l'étalonnage;;;;SANS;
QUA;LE SERVICE;Cale étalon;;CQUA0223;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
QUA;ARMOIRE N3 (N3,1);Cale étalon;;CQUA0224;1/8 mm;± 5 µm;Non conforme;Attente décision Etalonnage/Vérification;02/08/2022 00:00:00;;12 Mois;SANS;
QUA;R. BERNHARDT;Micromètre d'extérieur à vis;;CQUA0225;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;ARMOIRE N3 (N3,1);Cale étalon;;CQUA0226;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;;
QUA;ARMOIRE N3 (N3,1);Cale étalon;;CQUA0227;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Sommeil;;;;;
QUA;ARMOIRE N3 (N3,1);Cale étalon;;CQUA0228;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Sommeil;;;;;
QUA;ARMOIRE;Ultrason;;CQUA0229;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;ARMOIRE;Microtome;;CQUA0230;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;ARMOIRE;Réglet;;CQUA0231;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;ARMOIRE;Microscope;;CQUA0232;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;ARMOIRE;Microscope;;CQUA0233;/;/;;Non soumis à l'étalonnage;;;;/;
QUA;TAYLOR HOBSON;Rugosimètre;;CQUA0234;To be defined;To be defined;Conforme;En service;21/07/2022 00:00:00;21/07/2027 00:00:00;60 Mois;11838;
QUA;TAYLOR HOBSON;mesureur d'écartement de forme;;CQUA0235;To be defined;To be defined;Conforme;En service;30/05/2022 00:00:00;30/05/2027 00:00:00;60 Mois;126;
QUA;ARMOIRE;Cale étalon;;CQUA0237;1/8 mm;± 5 µm;;Perdu;;;;58808;
QUA;ARMOIRE;Cale étalon;;CQUA0238;1/8 mm;± 5 µm;;Perdu;;;;58807;
QUA;ARMOIRE;Bras de mesure 3D;;CQUA0239;7 Axes;Respect de la norme détalonnage;Conforme;En service;26/04/2022 10:29:03;26/04/2023 10:29:03;12 Mois;75 40 SI- 4908-FA;
QUA;R. BAJOUT;Pied à coulisse;;CQUA0240;0/150 mm;+/- 0,01mm;;Réformé;;;;0000022;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0241;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;11/05/2018 17:04:27;11/05/2023 17:04:27;60 Mois;SANS;
QUA;LE SERVICE;Mesureur d'épaisseur;;CQUA0242;;;;Non soumis à l'étalonnage;;;;10010953;
QUA;A.LETUPE;Comparateur à tige rentrante;;CQUA0243;0/+12,7 mm;±0,01 mm;;Réformé;;;;115121;
QUA;A.LETUPE;Comparateur à tige rentrante;;CQUA0244;0/+12,7 mm;±0,01 mm;;Réformé;;;;115078;
QUA;A.LETUPE;Comparateur à tige rentrante;;CQUA0245;0/+12,7 mm;±0,01 mm;;Réformé;;;;95603;
QUA;A.LETUPE;Comparateur à tige rentrante;;CQUA0246;0/+12,7 mm;±0,01 mm;;Réformé;;;;106951;
QUA;TOMOGRAPHE;Tomographie;;CQUA0247;;/;;Non soumis à l'étalonnage;;;;/;
QUA;TAYLOR HOBSON;CALE ETALON;;CQUA0248;To be defined;To be defined;Conforme;En service;08/08/2018 13:48:39;08/08/2023 13:48:39;60 Mois;112/4319;
QUA;TAYLOR HOBSON;CALE ETALON;;CQUA0249;To be defined;To be defined;Conforme;En service;08/08/2018 13:50:21;08/08/2023 13:50:21;60 Mois;112-2233;
QUA;ARMOIRE;Bras de mesure 3D;;CQUA0250;7 Axes;Respect de la norme détalonnage;Conforme;En service;10/01/2022 14:47:14;10/01/2023 14:47:14;12 Mois; 75 35 SI-5975-FA;
QUA;GONOGO EURO 6 DFULL PROTO \;Malette calibra Gonogo;;CQUA0251;;/;;Non soumis à l'étalonnage;;;;INFORMATION COMPLEMENTAIRE;"4113002TA-49
4113002TA-43
4113002TA-41
4113001TA-4.10
4113001TA-48
413001TA-47
4113002TA-4.11
4113001TA-45
411300TA-44
4113001TA-40
38,90 +/- 0,1      ( retour chez le fabricant pour le nouveau certificat pris par Sophie le 04/10/2018)
4113001TA-42
4113001TA-46
"
QUA;ZONE CALIBRATION;Calibrateur de pression;;CQUA0252;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;20/05/2022 00:00:00;20/05/2024 00:00:00;24 Mois;4208203;
QUA;ZONE CALIBRATION;Densimetre;;CQUA0253;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;Alerte Etalonnage/Vérification;03/12/2020 07:38:05;03/12/2022 07:38:05;24 Mois;82672133;
QUA;ZONE CALIBRATION;BALANCE;;CQUA0254;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;25/07/2022 11:14:45;25/07/2024 11:14:45;24 Mois;0100690598;
QUA;ZONE CALIBRATION;Multimeter;;CQUA0255;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;10/03/2021 00:00:00;10/03/2023 00:00:00;24 Mois;US36036911;
QUA;ZONE CALIBRATION;Standard thermostatic bath;;CQUA0256;-55/+200 °C;to be defined;Conforme;Alerte Etalonnage/Vérification;10/11/2020 08:46:36;10/11/2022 08:46:36;24 Mois;1811414;
QUA;ZONE CALIBRATION;shunt;;CQUA0257;75A;to be defined;Conforme;En service;30/12/2020 00:00:00;30/12/2022 00:00:00;24 Mois;J41244;
QUA;ZONE CALIBRATION;shunt;;CQUA0258;30A;to be defined;Conforme;En service;30/12/2020 00:00:00;30/12/2022 00:00:00;24 Mois;H74847;
QUA;ZONE CALIBRATION;shunt;;CQUA0259;10A;to be defined;Conforme;En service;04/01/2021 00:00:00;04/01/2023 00:00:00;24 Mois;/;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0260;5 Kg;to be defined;Conforme;En service;11/10/2018 00:00:00;11/10/2023 00:00:00;60 Mois;D17103;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0261;5 Kg;to be defined;Conforme;En service;18/10/2018 09:30:38;18/10/2023 09:30:38;60 Mois;D17104;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0262;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17106;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0263;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17107;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0264;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17108;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0265;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17108;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0266;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17109;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0267;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17110;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0268;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17111;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0269;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17112;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0270;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17113;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0271;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17114;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0272;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17115;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0273;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17116;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0274;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17117;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0275;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17118;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0276;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17119;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0277;20 Kg;to be defined;Conforme;En service;18/10/2018 00:00:00;18/10/2023 00:00:00;60 Mois;D17120;
QUA;ZONE CALIBRATION;centrale d'acquisition;"Identification : CQUA0278-01
Identification : CQUA0278-02
Identification : CQUA0278-03
Identification : CQUA0278-04
Identification : CQUA0278-05
Identification : CQUA0278-06
Identification : CQUA0278-07
Identification : CQUA0278-08
Identification : CQUA0278-09
Identification : CQUA0278-10";CQUA0278;To be defined;to be defined;Conforme;Etalonnage/Vérification en cours;20/11/2020 00:00:00;20/11/2022 00:00:00;24 Mois;MY41026548;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-01;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-02;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-03;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-04;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-05;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-06;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-07;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-08;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-09;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-10;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-11;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-12;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-13;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-14;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-15;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-16;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-17;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-18;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-19;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;sonde de température PT100;Identification : CQUA0278, N° de Série : MY41026548;CQUA0278-20;-70/+170°C;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;marbre;;CQUA0279;To be defined;to be defined;Conforme;En service;10/06/2020 00:00:00;10/06/2025 00:00:00;60 Mois;;
QUA;ZONE CALIBRATION;charge électronique;;CQUA0280;To be defined;to be defined;Conforme;En service;26/02/2021 09:40:27;26/02/2023 09:40:27;24 Mois;-;
QUA;ZONE CALIBRATION;Thermo-hygromètre;;CQUA0281;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;05/04/2019 00:00:00;05/04/2023 00:00:00;48 Mois;180924246;
QUA;ZONE CALIBRATION;Chaine de température;;CQUA0282;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;31/03/2021 00:00:00;31/03/2023 00:00:00;24 Mois;105589/-;
QUA;ZONE CALIBRATION;alimentation stabilisée;;CQUA0283;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;/;
QUA;ZONE CALIBRATION;Thermo-hygromètre;;CQUA0284;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;180924242;
QUA;ZONE CALIBRATION;Telemetre;;CQUA0285;;/;;Non soumis à l'étalonnage;;;;180500153;
QUA;ZONE CALIBRATION;boite à décade;;CQUA0286;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;26/02/2021 00:00:00;26/02/2023 00:00:00;24 Mois;181209;
QUA;ZONE CALIBRATION;afficheur débit air;;CQUA0287;;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;débit air;;CQUA0287-01;0/100L/min;According Manufacturer SpecTo be defined;Conforme;En service;02/09/2021 00:00:00;02/09/2023 00:00:00;24 Mois;27691SPF;
QUA;ZONE CALIBRATION;débit air;;CQUA0287-02;0/2L/min;According Manufacturer SpecTo be defined;Conforme;En service;02/09/2021 00:00:00;02/09/2023 00:00:00;24 Mois;27688 SPF;
QUA;ZONE CALIBRATION;débit air;;CQUA0287-03;0/0,5L/min;According Manufacturer SpecTo be defined;Conforme;En service;01/09/2021 00:00:00;01/09/2023 00:00:00;24 Mois;27690 SPF;
QUA;ARMOIRE;binoculaire;;CQUA0288;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;ARMOIRE;binoculaire;;CQUA0289;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;ARMOIRE;MICROTOME;;CQUA0290;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;ARMOIRE;MICROTOME;;CQUA0291;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;J-P. AMIARD;Réglet;;CQUA0292;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;J-P. AMIARD;Réglet;;CQUA0293;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;J-P. AMIARD;Réglet;;CQUA0294;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;J-P. AMIARD;Réglet;;CQUA0295;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;J-P. AMIARD;Dyno lite;;CQUA0296;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;J-P. AMIARD;Cales etalons;;CQUA0297;;APROCH DEVICE;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0298;10 Kg;to be defined;Conforme;En service;18/10/2018 09:58:58;18/10/2023 09:58:58;60 Mois;D17105;
QUA;M. PEREIRA;EMBASE JAUGE;;CQUA0299;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;/;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0300;1 mg;to be defined;Conforme;En service;04/06/2019 00:00:00;04/06/2024 00:00:00;60 Mois;D18247;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0301;1 mg;to be defined;Conforme;En service;04/06/2019 00:00:00;04/06/2024 00:00:00;60 Mois;D18246;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0302;2 mg;to be defined;Conforme;En service;04/06/2019 12:05:34;04/06/2024 12:05:34;60 Mois;D18248;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0303;2 mg;to be defined;Conforme;En service;04/06/2019 00:00:00;04/06/2024 00:00:00;60 Mois;D18249;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0304;5 mg;to be defined;Conforme;En service;04/06/2019 00:00:00;04/06/2024 00:00:00;60 Mois;D18250;
QUA;ZONE CALIBRATION;Masse étalon;;CQUA0305;5 mg;to be defined;Conforme;En service;04/06/2019 00:00:00;04/06/2024 00:00:00;60 Mois;D18244;
QUA;D. BONNEROT;Jauge plate;;CQUA0306;;/;;Non soumis à l'étalonnage;;;;;
QUA;MMT;scan;;CQUA0307;;/;;Non soumis à l'étalonnage;;;;/;
QUA;;Pied à coulisse;;CQUA0308;0 / 150 mm;± 0,01 mm;;Non soumis à l'étalonnage;;;;;
QUA;E.PIERRE;Pied à coulisse;;CQUA0309;0 / 150 mm;± 0,01 mm;;Non soumis à l'étalonnage;;;;;
QUA;E.PIERRE;Pied à coulisse;;CQUA0310;0 / 200 mm;± 0,01 mm;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;shunt;;CQUA0311;150A;to be defined;Conforme;En service;26/04/2021 00:00:00;26/04/2023 00:00:00;24 Mois;/;
QUA;ZONE CALIBRATION;calibrateur multifonction;;CQUA0312;to be defined;to be defined;Conforme;Sommeil;24/03/2021 11:26:51;;12 Mois;7150206;
QUA;ZONE CALIBRATION;bobine;;CQUA0313;to be defined;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;reglet;;CQUA0314;to be defined;to be defined;Conforme;En service;06/04/2022 11:47:03;06/04/2027 11:47:03;60 Mois;;
QUA;ZONE CALIBRATION;bobine;;CQUA0315;to be defined;to be defined;;Non soumis à l'étalonnage;;;;;
QUA;ZONE CALIBRATION;Spectrométrie;;CQUA0316;to be defined;to be defined;;Non soumis à l'étalonnage;;;;111953;
QUA;;Mesureur d'épaisseur;;CQUA0317;to be defined;to be defined;;Non soumis à l'étalonnage;;;;AH21F006;
QUA;ARMOIRE;Mesureur d'épaisseur;;CQUA0318;0/+20 mm;Respect de la norme détalonnage;;Non soumis à l'étalonnage;;;;me13o064;
QUA;ZONE CALIBRATION;Multimeter;;CQUA0319;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;Etalonnage/Vérification en cours;22/04/2021 00:00:00;22/04/2023 00:00:00;24 Mois;;
QUA;A. LETUPE;Comparateur à tige rentrante;;CQUA0320;0/+12,7 mm;Respect de la norme détalonnage;;Non soumis à l'étalonnage;;;;10131932;
QUA;A. LETUPE;Comparateur à tige rentrante;;CQUA0321;0/+12,7 mm;Respect de la norme détalonnage;;Etalonnage/Vérification en cours;;;;126967;
QUA;A. LETUPE;Micromètre d'extérieur;;CQUA0322;constructeur;Respect de la norme détalonnage;Conforme;En service;23/02/2022 00:00:00;23/02/2024 00:00:00;24 Mois;25205666;
QUA;ZONE CALIBRATION;Telemetre;;CQUA0323;;/;;Non soumis à l'étalonnage;;;;2021 02 ut;
QUA;ZONE CALIBRATION;Cales etalons;;CQUA0324;;100 mm;;Non soumis à l'étalonnage;;;;/;
IND;ARMOIRE;Thermo-anémomètre;;CSAS0106;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;12060287;
SCF;ROULANTE INGENIEUR ATEX;Torque wrench;;CSCF0001;5/25 Nm;±4 %RV;;Perdu;;;;SANS;
