Code;Identification;Désignation complète;Avis
PLAST-60;CQUA0281;Thermo-hygromètre / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0282;Chaine de température PT100 According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0286;Box Decade / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0287-01;Air Flow Standard / 0/100L/min (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0287-02;Air Flow Standard / 0/2L/min (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0287-03;Air Flow Standard / 0/0,5L/min (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0298;Mass standard - 10 Kg (Tol:to be defined);Conforme
PLAST-60;CQUA0299;EMBASE JAUGE / Approach Device (Tol:Approach Device);Conforme
PLAST-60;CQUA0300;Mass standard - 1 mg (Tol:to be defined);Conforme
PLAST-60;CQUA0301;Mass standard - 1 mg (Tol:to be defined);Conforme
PLAST-60;CQUA0302;Mass standard - 2 mg (Tol:to be defined);Conforme
PLAST-60;CQUA0303;Mass standard - 2 mg (Tol:to be defined);Conforme
PLAST-60;CQUA0304;Mass standard - 5 mg (Tol:to be defined);Conforme
PLAST-60;CQUA0305;Mass standard - 5 mg (Tol:to be defined);Conforme
PLAST-60;CQUA0311;shunt / 150A (Tol:to be defined);Conforme
PLAST-60;CQUA0312;calibrateur multifonction / to be defined (Tol:to be defined);Conforme
PLAST-60;CQUA0314;reglet / to be defined (Tol:to be defined);Conforme
PLAST-60;CQUA0319;Multimeter ANALOGIQUE ET NUMERIQUE According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CQUA0322;Micrometer outside / constructeur (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CSAS0106;Thermo-anémomètre / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CSCF0001;Torque wrench / 5/25 Nm (Tol:±4 %RV);Conforme
PLAST-60;CSCF0002;Caliper UNIVERSEL 0/150 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCF0003;Caliper UNIVERSEL 0/300 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCF0004;Depth gauge A COULISSEAU 0/300 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0001;Pressure gauge PRESSION RELATIVE 0/1 bar (Tol:±1 %);Conforme
PLAST-60;CSCR0002;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0003;Temperature display - -45/+85 °C (Tol:±1,5 °C);Conforme
PLAST-60;CSCR0005;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0006;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Non conforme
PLAST-60;CSCR0007;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0008;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme après intervention
PLAST-60;CSCR0009;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0011;Pressure sensor - Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CSCR0012;Pressure sensor - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0013;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0015;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0017;Pressure sensor - -200/+200 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0018;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0019;Depth gauge A COULISSEAU 0/500 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0020;Depth gauge A COULISSEAU 0/500 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0021;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0022;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0032;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0035;Thermocouple TYPE K -40/+100 °C (Tol:Approach device);Conforme
PLAST-60;CSCR0037;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);
PLAST-60;CSCR0038;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CSCR0040;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0043;Pressure sensor - Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0044;Pressure sensor - Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0046;Thermocouple TYPE K réformé (Tol:±2 °C);Conforme
PLAST-60;CSCR0053;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0054;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0056;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0057;Thermocouple TYPE K Réformé (Tol:Réformé);Voir document
PLAST-60;CSCR0059;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0060;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0062;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:± 1 s);Conforme
PLAST-60;CSCR0063;Scale NUMERIQUE Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CSCR0064;Caliper UNIVERSEL 0/150 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0066;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0067;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0069;"X channel data logger - -40/+100 °C; 0/20 mV; 0/50 mV; 0/100 mV; 0/200 mV; 0/500 mV; 0/1 V; 0/2 V; 0/5 V; 0/10 V; 1/5 V; 4/20 mA (Tol:±1 °C;±0,1 %FS;±0,4 %RV)";Conforme
PLAST-60;CSCR0071;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0072;"Conductivity meter - 0/2000 µS/cm;0/20 mS/cm (Tol:±1 %RV)";Conforme
PLAST-60;CSCR0073;Depth gauge A COULISSEAU 0/800 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0074;Depth gauge A COULISSEAU 0/700 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0076;Refractometer - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0077;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0080;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0087;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0088;"Multimeter ANALOGIQUE ET NUMERIQUE 0/1 kOhm; 0/100 kOhm; 0/1 Mohm; 0/100V DC; 0/3 A DC (Tol:±20 mOhm; ±2 Ohm; ±30 Ohm;  ±10 mV; ±5 mA)";Conforme
PLAST-60;CSCR0089;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0090;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0091;Clampmeter - 30 A (Tol:±0,37 A);Conforme
PLAST-60;CSCR0092;Clampmeter - 30 A (Tol:±0,37 A);Conforme
PLAST-60;CSCR0093;Clampmeter - 30 A (Tol:±0,37 A);Conforme
PLAST-60;CSCR0094;Clampmeter - 30 A (Tol:±0,37 A);Conforme
PLAST-60;CSCR0095;Clampmeter - 20 A (Tol:±0,19 A);Conforme
PLAST-60;CSCR0096;Inclinometer - 0/90 ° (Tol:±0,10 °);Non conforme
PLAST-60;CSCR0099;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0106;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0108;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0109;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC (Tol:±0,3 Ohm;±1 Ohm;±40 mV;±50 mA)";Conforme
PLAST-60;CSCR0110;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0115;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0121;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0122;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0123;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0141;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0142;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0158;Stabilized power supply - 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CSCR0159;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0160;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0161;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0162;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0163;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0164;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0166;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0167;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0168;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0169;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0170;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0180;Scale NUMERIQUE 0/120 kg (Tol:±10 g);Conforme
PLAST-60;CSCR0183;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0184;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0185;Flowmeter - 0/5 L/min (Tol:±0,25 L/min);Conforme
PLAST-60;CSCR0197;Scale NUMERIQUE 0/60 kg (Tol:±20 g);Conforme
PLAST-60;CSCR0199;Temperature display - -45/+85 °C (Tol:±1,5 °C);Conforme
PLAST-60;CSCR0200;Torque wrench REGLABLE 5/25 Nm (Tol:±3 %RV);Non conforme
PLAST-60;CSCR0201;Torque wrench REGLABLE Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0202;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0203;Refractometer - 0/ 54,2% (Tol:± 0,3 %);Conforme
PLAST-60;CSCR0204;"Flowmeter - 0/180 g/h (Tol:±0,2 %RD;+0,5 g/h)";Conforme
PLAST-60;CSCR0205;"Flowmeter - 0/3600 g/h (Tol:±0,2 %RD;+0,5 g/h)";Conforme
PLAST-60;CSCR0207;"Volumeter - 0/30 L;1,8/40 L/min (Tol:±0,3 L RV;±1 L/min)";Conforme
PLAST-60;CSCR0209;"X channel data logger - -40/+100 °C; 0/20 mV; 0/50 mV; 0/100 mV; 0/200 mV; 0/500 mV; 0/1 V; 0/2 V; 0/5 V; 0/10 V; 1/5 V; 4/20 mA (Tol:±1 °C;±0,1 %FS;±0,4 %RV)";Conforme
PLAST-60;CSCR0211;Multimeter ANALOGIQUE ET NUMERIQUE Perdu (Tol:Perdu);
PLAST-60;CSCR0212;Pressure sensor - Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0213;Scale NUMERIQUE 0/35 kg (Tol:±1 g);Conforme
PLAST-60;CSCR0214;Caliper UNIVERSEL 0/150 mm (Tol:±0,1 mm);Non conforme
PLAST-60;CSCR0215;Caliper UNIVERSEL Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0216;Caliper UNIVERSEL Approch device (Tol:±Approch device);Non conforme
PLAST-60;CSCR0217;"Multimeter ANALOGIQUE ET NUMERIQUE 0/1 kOhm; 0/100 kOhm; 0/1 Mohm; 0/100V DC; 0/3 A DC (Tol:±20 mOhm; ±2 Ohm; ±30 Ohm;  ±10 mV; ±5 mA)";Conforme
PLAST-60;CSCR0218;Clampmeter - 0/20 A (Tol:±1%FS);Conforme
PLAST-60;CSCR0219;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CSCR0220;Pressure sensor - 0/100 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0221;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CSCR0230;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0235;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0236;Linear displacement transducer - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0237;Linear displacement transducer - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0238;Linear displacement transducer - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0239;Linear displacement transducer - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0240;Linear displacement transducer - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0244;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0246;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0247;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0250;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);
PLAST-60;CSCR0254;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0255;Thermocouple TYPE K Perdu (Tol:Perdu);Voir document
PLAST-60;CSCR0257;Thermocouple TYPE K Perdu (Tol:Perdu);Voir document
PLAST-60;CSCR0260;Thermocouple TYPE K Perdu (Tol:Perdu);Non conforme
PLAST-60;CSCR0262;Scale NUMERIQUE 0/30 kg (Tol:±10 g);Conforme
PLAST-60;CSCR0264;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0265;Linear displacement transducer - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0266;Linear displacement transducer - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0267;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0268;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±0,5 s);Conforme
PLAST-60;CSCR0269;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0271;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0272;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0273;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0276;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0277;Thermocouple reader - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0278;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0279;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0280;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0281;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0282;Thermocouple reader - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0283;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0287;Pressure gauge PRESSION RELATIVE Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0288;Thermocouple reader - Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CSCR0289;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0290;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0292;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0293;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0294;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0295;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0296;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0297;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0298;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0299;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0300;Scale NUMERIQUE 0/30 kg (Tol:±1 g);Conforme
PLAST-60;CSCR0301;Scale NUMERIQUE 0/30 kg (Tol:±0,01 %RV);Conforme
PLAST-60;CSCR0303;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC (Tol:±0,3 Ohm;±1 Ohm;±40 mV;±50 mA)";Conforme
PLAST-60;CSCR0304;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC (Tol:±0,3 Ohm;±1 Ohm;±40 mV;±50 mA)";Conforme
PLAST-60;CSCR0305;Multimeter ANALOGIQUE ET NUMERIQUE Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0306;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC (Tol:±0,3 Ohm;±1 Ohm;±40 mV;±50 mA)";Conforme
PLAST-60;CSCR0307;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0311;Pressure sensor - -100/+100 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0312;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0313;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0314;"Climatic chamber - -40/+100 °C;30/95 %HR from 40 to 80 °C (Tol:±2 °C Climatic chamber;±5 %HR)";Conforme
PLAST-60;CSCR0315;Climatic chamber - Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0316;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0317;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0318;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0319;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0320;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0321;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0322;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0323;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0324;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0325;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0326;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0327;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0328;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0329;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0330;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0331;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0332;Thermocouple . Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0333;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0335;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0341;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0342;Inclinometer - 0/90 ° (Tol:±0,10 °);Non conforme
PLAST-60;CSCR0343;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CSCR0344;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CSCR0345;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CSCR0346;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0347;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0348;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0349;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0350;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0351;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0352;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0353;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0354;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0355;Linear displacement transducer - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0356;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0357;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0358;Temperature display - -45/+85 °C (Tol:±1,5 °C);Conforme
PLAST-60;CSCR0359;Temperature display - -45/+85 °C (Tol:±1,5 °C);Conforme
PLAST-60;CSCR0360;Temperature display - -45/+85 °C (Tol:±1,5 °C);Conforme
PLAST-60;CSCR0361;Temperature display - -45/+85 °C (Tol:±1,5 °C);Conforme
PLAST-60;CSCR0362;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0363;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0364;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0365;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0366;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0367;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0368;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0369;X channel data logger - To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0370;X channel data logger - To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0371;X channel data logger - To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0372;X channel data logger - To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0373;X channel data logger TEMPERATURE To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0374;X channel data logger TEMPERATURE To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0375;X channel data logger TEMPERATURE To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0376;X channel data logger TEMPERATURE To be defined (Tol:Approach device);Conforme
PLAST-60;CSCR0377;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0383;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0384;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0385;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±10 mbar);Conforme
PLAST-60;CSCR0386;Pressure gauge - -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0387;Pressure gauge PRESSION RELATIVE -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0389;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0390;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0391;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0392;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0393;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0394;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0395;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0396;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0398;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0399;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0400;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0401;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0410;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
